100 0.920563
200 0.937403
300 0.939994
400 0.944485
500 0.944128
600 0.944134
700 0.944227
800 0.944490
900 0.945510
1000 0.946095
1100 0.946051
1200 0.946418
1300 0.945857
1400 0.945569
1500 0.945360
1600 0.945996
1700 0.946505
1800 0.946803
1900 0.947320
2000 0.947401
2100 0.947371
2200 0.947514
2300 0.947664
2400 0.947523
2500 0.947721
2600 0.948100
2700 0.948214
2800 0.948559
2900 0.948558
3000 0.948731
3100 0.948650
3200 0.948599
3300 0.948673
3400 0.948604
3500 0.948561
3600 0.948643
3700 0.948676
3800 0.948961
3900 0.949068
4000 0.948998
4100 0.949026
4200 0.948883
4300 0.948848
4400 0.948989
4500 0.949091
4600 0.949169
4700 0.949106
4800 0.949299
4900 0.949242
5000 0.949370
5100 0.949359
5200 0.949428
5300 0.949407
5400 0.949429
5500 0.949505
5600 0.949500
5700 0.949547
5800 0.949577
5900 0.949561
6000 0.949618
6100 0.949583
6200 0.949689
6300 0.949620
6400 0.949721
6500 0.949737
6600 0.949808
6700 0.949679
6800 0.949712
6900 0.949763
7000 0.949724
7100 0.949634
7200 0.949686
7300 0.949674
7400 0.949624
7500 0.949678
7600 0.949624
7700 0.949496
7800 0.949510
7900 0.949382
8000 0.949317
8100 0.949287
8200 0.949261
8300 0.949235
8400 0.949226
8500 0.949312
8600 0.949235
8700 0.949390
8800 0.949383
8900 0.949357
9000 0.949326
9100 0.949346
9200 0.949357
9300 0.949422
9400 0.949411
9500 0.949409
9600 0.949384
9700 0.949397
9800 0.949373
9900 0.949268
10000 0.949262
10100 0.949198
10200 0.949173
10300 0.949131
10400 0.949197
10500 0.949281
10600 0.949207
10700 0.949161
10800 0.949149
10900 0.949097
11000 0.949120
11100 0.949102
11200 0.948968
11300 0.949034
11400 0.948959
11500 0.948915
11600 0.948896
11700 0.948967
11800 0.948946
11900 0.948917
12000 0.948910
12100 0.948902
12200 0.948931
12300 0.948949
12400 0.949093
12500 0.949042
12600 0.949044
12700 0.949052
12800 0.949033
12900 0.949009
13000 0.949021
13100 0.949046
13200 0.949024
13300 0.948979
13400 0.948973
13500 0.948956
13600 0.948926
13700 0.948906
13800 0.948925
13900 0.948957
14000 0.948929
14100 0.948969
14200 0.948949
14300 0.948952
14400 0.948956
14500 0.948975
14600 0.948994
14700 0.948958
14800 0.948993
14900 0.949045
15000 0.949044
15100 0.949089
