100 95.090135
200 95.440385
300 118.961717
400 136.529720
500 138.307824
600 122.592002
700 116.652114
800 105.805060
900 98.063143
1000 94.916247
1100 92.486262
1200 87.629824
1300 84.742178
1400 85.144292
1500 82.771738
1600 80.590947
1700 77.616722
1800 77.196106
1900 77.298044
2000 83.891208
2100 89.634208
2200 90.013751
2300 87.900241
2400 85.344286
2500 84.066661
2600 82.537397
2700 84.241572
2800 87.481415
2900 85.690656
3000 84.825783
3100 85.326455
3200 84.599126
3300 83.413814
3400 83.374173
3500 88.320804
3600 88.761050
3700 88.376196
3800 87.898929
3900 87.258409
4000 86.837698
4100 88.438610
4200 93.346277
4300 98.405115
4400 99.639008
4500 98.772251
4600 97.873641
4700 100.437046
4800 108.394254
4900 110.627867
5000 109.053070
5100 107.838510
5200 107.089041
5300 105.594684
5400 104.476878
5500 103.439355
5600 102.271370
5700 101.426049
5800 104.836586
5900 108.480303
6000 111.834152
6100 115.358978
6200 116.954472
6300 118.513829
6400 118.590610
6500 117.474902
6600 117.576537
6700 116.995777
6800 115.938324
6900 114.890149
7000 114.749296
7100 115.506545
7200 116.554164
7300 115.811539
7400 114.544396
7500 113.755186
7600 112.803898
7700 111.809388
7800 110.956398
7900 110.659228
8000 109.875068
8100 108.826370
8200 107.998627
8300 107.353706
8400 106.626663
8500 105.716870
8600 105.092453
8700 104.228984
8800 103.517567
8900 103.249631
9000 105.268794
9100 109.362088
9200 113.020062
9300 115.615657
9400 115.395192
9500 115.433785
9600 114.899857
9700 114.973068
9800 114.325267
9900 113.540172
10000 112.823514
10100 112.575773
10200 112.722216
10300 112.060563
10400 112.504527
10500 112.014101
10600 111.604868
10700 111.586326
10800 112.418998
10900 114.261253
11000 114.511819
11100 113.724621
11200 113.222147
11300 112.868476
11400 112.439608
11500 111.781939
11600 112.132490
11700 111.644382
11800 110.990552
11900 110.851601
12000 110.200685
12100 110.583763
12200 110.103236
12300 109.391083
12400 108.858612
12500 108.880977
12600 109.573449
12700 109.282561
12800 108.901438
12900 108.738448
13000 108.960739
13100 109.888498
13200 111.218211
13300 111.350348
13400 110.910062
13500 111.023069
13600 110.846285
13700 110.363928
13800 110.373981
13900 110.700610
14000 110.550724
14100 110.926003
14200 110.357862
14300 109.908781
14400 109.535963
14500 109.669933
14600 109.671015
14700 110.229763
14800 109.762213
14900 109.352601
15000 108.936513
15100 108.450173
15200 108.045866
15300 107.670883
15400 108.595061
15500 109.982612
15600 112.085931
15700 113.541653
15800 114.429185
15900 114.146517
16000 113.562476
16100 113.024906
16200 112.609165
16300 112.390575
16400 112.020084
16500 111.609626
16600 111.478948
16700 111.161527
16800 110.871687
16900 110.570280
17000 110.191556
17100 110.019698
17200 110.857621
17300 112.025737
17400 113.073671
17500 114.332154
17600 114.313446
17700 113.909137
17800 114.349549
17900 114.102860
18000 113.656616
18100 113.596237
18200 113.576899
18300 114.146810
18400 115.927666
18500 118.199095
18600 120.166827
18700 121.909183
18800 122.476020
18900 122.004732
19000 121.603812
19100 121.124569
19200 120.621481
19300 120.283928
19400 119.911030
19500 120.302665
19600 120.019734
19700 119.693423
19800 119.513056
19900 119.573215
20000 119.502513
20100 119.071807
20200 118.638288
20300 118.575392
20400 118.160434
20500 117.796619
20600 117.379939
20700 116.970782
20800 116.628593
20900 116.313406
21000 115.888304
21100 115.481722
21200 115.499447
21300 115.230716
21400 114.943250
21500 114.515058
21600 114.246464
21700 113.805323
21800 113.616350
21900 113.234293
22000 112.888206
22100 112.747643
22200 112.434467
22300 112.062285
22400 111.754426
22500 111.487561
22600 111.208352
22700 110.872938
22800 110.516308
22900 110.195057
23000 110.382297
23100 110.716621
23200 110.678171
23300 110.341342
23400 110.025623
23500 109.723996
23600 109.877956
23700 110.131275
23800 110.583419
23900 110.726879
24000 110.464640
24100 110.693859
24200 111.059049
24300 111.141459
24400 111.570482
24500 111.794851
24600 112.145005
24700 112.459339
24800 112.209713
24900 111.924456
25000 111.685837
25100 111.506501
25200 111.653049
25300 112.062715
25400 112.102973
25500 111.742993
25600 111.507743
25700 111.253269
25800 110.892842
25900 110.754082
26000 110.492212
26100 110.172728
26200 109.955230
26300 110.361947
26400 110.740021
26500 111.502706
26600 112.943551
26700 114.908941
26800 116.992164
26900 118.134594
27000 118.974558
27100 119.159955
27200 119.112237
27300 119.107676
27400 118.789730
27500 118.494736
27600 118.308842
27700 117.970434
27800 117.828190
27900 117.568847
28000 117.395517
28100 117.227006
28200 117.052722
28300 116.781407
28400 116.816554
28500 117.129561
28600 117.038938
28700 116.738573
28800 116.448325
28900 116.187348
29000 115.934285
29100 115.632325
29200 115.773685
29300 115.856696
29400 115.863465
29500 116.323089
29600 116.580674
29700 116.821635
29800 116.956607
29900 116.947491
30000 116.674600
30100 116.401734
30200 116.313359
30300 116.091811
30400 115.819892
30500 115.593446
30600 115.327941
30700 115.050019
30800 114.755370
30900 114.526307
31000 114.714694
31100 114.488895
31200 114.308283
31300 114.522609
31400 115.039815
31500 115.225043
31600 115.567127
31700 116.017180
31800 116.543780
31900 116.707589
32000 116.445353
32100 116.516706
32200 116.347818
32300 116.115936
32400 115.852256
32500 115.631500
32600 115.522874
32700 115.215417
32800 114.928103
32900 114.634323
33000 114.381983
33100 114.191456
33200 113.944848
33300 113.793831
33400 113.585153
33500 113.505387
33600 113.629043
33700 113.391309
33800 113.253543
33900 113.079460
34000 113.026484
34100 112.882556
34200 113.285184
34300 113.375840
34400 113.175224
34500 113.037995
34600 112.902009
34700 112.751572
34800 112.705718
34900 112.538162
35000 112.304924
35100 112.187565
35200 111.970092
35300 111.970824
35400 112.032583
35500 111.811750
35600 111.563681
35700 111.336126
35800 111.262103
35900 111.396168
36000 111.930594
